Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 10:21:29,7,[-2 -1  0],0.8571428571428571
2022-08-17 10:21:30,8,[-2 -1  0],0.75
2022-08-17 10:21:32,9,[-2 -1  0],0.6666666666666666
2022-08-17 10:21:33,10,[-2 -1  0  1],0.8
2022-08-17 10:21:34,11,[-2 -1  0  1],0.8181818181818182
2022-08-17 10:21:35,12,[-2 -1  0  1],0.75
2022-08-17 10:21:36,13,[-2 -1  0  1  2],0.8461538461538461
2022-08-17 10:21:37,14,[-2 -1  0  1  2],0.8571428571428571
2022-08-17 10:21:38,15,[-2 -1  0  1  2],0.8
2022-08-17 10:21:39,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:41,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:42,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:43,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:44,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:45,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:46,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:47,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:49,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:50,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:51,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:52,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:53,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:54,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:55,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:57,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:58,16,[-2 -1  0  1  2],0.875
2022-08-17 10:21:59,16,[-2 -1  0  1  2],0.875
