Time,Number of Pedestrian,Danger groups,Risk Factor
Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:39,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:40,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:40,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:40,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:40,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:40,5,[-2 -1  0],0.8
2022-08-17 13:28:40,6,[-2 -1  0],0.6666666666666666
2022-08-17 13:28:40,7,[-2 -1  0  1],0.8571428571428571
2022-08-17 13:28:40,7,[-2 -1  0  1],0.8571428571428571
2022-08-17 13:28:40,7,[-2 -1  0],0.5714285714285714
2022-08-17 13:28:40,7,[-2 -1  0],0.5714285714285714
2022-08-17 13:28:41,7,[-2 -1  0],0.7142857142857143
2022-08-17 13:28:41,7,[-2 -1  0],0.7142857142857143
2022-08-17 13:28:43,7,[-2 -1  0],0.7142857142857143
2022-08-17 13:28:43,8,[-2 -1  0],0.75
2022-08-17 13:28:43,8,[-2 -1  0],0.75
2022-08-17 13:28:44,8,[-2 -1  0],0.75
2022-08-17 13:28:44,8,[-2 -1  0],0.75
2022-08-17 13:28:44,8,[-2 -1  0],0.75
2022-08-17 13:28:44,8,[-2 -1  0],0.75
